date	software	job
2007-03-01	minitab	0.0286917049405943
2007-04-01	minitab	0.0282359637386951
2007-05-01	minitab	0.0292259254627046
2007-06-01	minitab	0.0295134311744574
2007-07-01	minitab	0.0277251332374246
2007-08-01	minitab	0.0260606918005943
2007-09-01	minitab	0.0276129717476421
2007-10-01	minitab	0.0303748846014027
2007-11-01	minitab	0.0296666398576744
2007-12-01	minitab	0.027611652518093
2008-01-01	minitab	0.0299791758593178
2008-02-01	minitab	0.028086154297261
2008-03-01	minitab	0.027325965130913
2008-04-01	minitab	0.0292632631660982
2008-05-01	minitab	0.0299116010909216
2008-06-01	minitab	0.0283708812637468
2008-07-01	minitab	0.0284792523291602
2008-08-01	minitab	0.024667205005407
2008-09-01	minitab	0.0257636628162274
2008-10-01	minitab	0.027328878766727
2008-11-01	minitab	0.0200318936955556
2008-12-01	minitab	0.0221498641293152
2009-01-01	minitab	0.0291833000498708
2009-02-01	minitab	0.0276785150644014
2009-03-01	minitab	0.0255016514178467
2009-04-01	minitab	0.0253152326819724
2009-05-01	minitab	0.0218879606433721
2009-07-01	minitab	0.0237343964061369
2009-08-01	minitab	0.0253721632373094
2009-09-01	minitab	0.0341558566117545
2009-10-01	minitab	0.0356528395279888
2009-11-01	minitab	0.0318260891346189
2009-12-01	minitab	0.0335069737291214
2010-01-01	minitab	0.0310625951498708
2010-02-01	minitab	0.034103513683919
2010-03-01	minitab	0.0360035144828747
2010-04-01	minitab	0.0390901069561176
2010-05-01	minitab	0.0375243919105943
2010-06-01	minitab	0.0352057852773127
2010-07-01	minitab	0.0340518640934948
2010-08-01	minitab	0.036180841595885
2010-09-01	minitab	0.0399184698048902
2010-10-01	minitab	0.0404941961482946
2010-11-01	minitab	0.040214001504186
2010-12-01	minitab	0.0397476039490784
2011-01-01	minitab	0.0432652796322394
2011-02-01	minitab	0.047791356577177
2011-03-01	minitab	0.0493157546481718
2011-04-01	minitab	0.048091865737655
2011-05-01	minitab	0.0490780909935142
2011-06-01	minitab	0.0450150582246873
2011-07-01	minitab	0.0405150772049612
2011-08-01	minitab	0.0402797201786563
2011-09-01	minitab	0.0387092704749354
2011-10-01	minitab	0.0422386222838398
2011-11-01	minitab	0.0495487510899053
2011-12-01	minitab	0.0576689461909561
2012-01-01	minitab	0.0560483865760539
2012-02-01	minitab	0.0536234842647739
2012-03-01	minitab	0.057824542436854
2012-04-01	minitab	0.0604453821318036
2012-05-01	minitab	0.0584604839204134
2012-06-01	minitab	0.05107932714795
2012-07-01	minitab	0.0493048689810336
2012-08-01	minitab	0.0473079601153437
2012-09-01	minitab	0.048713400910801
2012-10-01	minitab	0.0436903737018734
2012-11-01	minitab	0.0445621173505426
2012-12-01	minitab	0.0473202783200904
2013-01-01	minitab	0.0474153761556848
2013-02-01	minitab	0.045596242239621
2013-03-01	minitab	0.0449907455525065
2013-04-01	minitab	0.0463582119611886
2013-05-01	minitab	0.0488439479821318
2013-06-01	minitab	0.0464833903887511
2013-07-01	minitab	0.0389231452181358
2013-08-01	minitab	0.0399593821077778
2013-09-01	minitab	0.0415490941816021
2013-10-01	minitab	0.0403321386451981
2013-11-01	minitab	0.0403453983859625
2013-12-01	minitab	0.0399733837465504
2014-01-01	minitab	0.0410641761543992
2014-02-01	minitab	0.0378614833874031
2014-03-01	minitab	0.0348563108482946
2014-04-01	minitab	0.0327317037996253
2014-05-01	minitab	0.0314313724161563
2014-06-01	minitab	0.0311957590978122
2014-07-01	minitab	0.0328284203217829
2014-08-01	minitab	0.0341099344739535
2014-09-01	minitab	0.0348181907797287
2014-10-01	minitab	0.0345318451266796
2014-11-01	minitab	0.0320812346041602
2014-12-01	minitab	0.032364990358708
2015-01-01	minitab	0.0323737312661499
2005-01-01	sas	0.402541248831321
2005-02-01	sas	0.42912925701287
2005-03-01	sas	0.464433961826652
2005-04-01	sas	0.497403469351982
2005-05-01	sas	0.471340805870501
2005-06-01	sas	0.432101519267597
2005-07-01	sas	0.419737993256036
2005-08-01	sas	0.423210415323235
2005-09-01	sas	0.412880680364692
2005-10-01	sas	0.406968390414806
2005-11-01	sas	0.417788195506606
2005-12-01	sas	0.42441357681082
2006-01-01	sas	0.429110650071982
2006-02-01	sas	0.418916143021868
